order_id,user_id,order_ts,status
ORD-0002623,2623.0,2026-01-26 05:22:58,completed
ORD-0001669,3639.0,2026-01-09 14:49:52,completed
ORD-0024512,4411.0,2026-01-22 02:18:08,completed
ORD-0009232,3442.0,2026-01-08 21:38:57,cancelled
ORD-0002282,1156.0,2026-01-19 11:40:31,cancelled
ORD-0022291,3338.0,2026-01-30 18:30:09,completed
ORD-0020150,4527.0,2026-01-07 05:35:08,cancelled
ORD-0023445,4913.0,2026-01-15 21:42:19,pending
ORD-0018784,337.0,2026-01-29 04:59:03,pending
ORD-0005707,2419.0,2026-01-30 11:56:32,completed
ORD-0008461,1530.0,2026-01-06 19:22:41,completed
ORD-0020497,4385.0,2026-01-29 05:05:08,completed
ORD-0016688,2979.0,2026-01-13 11:02:18,pending
ORD-0021870,2306.0,2026-01-23 19:59:22,pending
ORD-0005764,11.0,2026-01-18 00:45:22,shipped
ORD-0023700,2906.0,2026-01-03 14:00:13,completed
ORD-0012347,1851.0,2026-01-31 14:35:03,cancelled
ORD-0012688,1296.0,2026-01-03 12:45:16,completed
ORD-0020739,2163.0,2026-01-07 15:30:35,cancelled
ORD-0018263,770.0,2026-01-04 22:37:00,completed
ORD-0010601,2345.0,2026-01-01 12:32:19,completed
ORD-0007089,2151.0,2026-01-24 09:28:25,completed
ORD-0010884,1084.0,2026-01-07 18:21:54,pending
ORD-0003143,1955.0,2026-01-23 13:44:30,pending
ORD-0015118,4980.0,2026-01-12 21:18:36,completed
ORD-0003733,3591.0,2026-01-20 17:41:33,pending
ORD-0015396,3703.0,2026-01-24 04:37:45,pending
ORD-0008453,1509.0,2026-01-15 03:17:48,pending
ORD-0016393,2663.0,2026-01-16 18:28:20,pending
ORD-0003841,2496.0,2026-01-13 16:58:22,cancelled
ORD-0005571,2862.0,2026-01-27 01:38:16,cancelled
ORD-0014570,2086.0,2026-01-27 04:03:38,shipped
ORD-0004406,4736.0,2026-01-31 03:07:42,completed
ORD-0004852,1603.0,2026-01-25 15:57:20,pending
ORD-0013315,4260.0,2026-01-02 15:43:16,shipped
ORD-0018974,441.0,2026-01-03 16:39:25,completed
ORD-0016498,1768.0,2026-01-29 16:58:30,completed
ORD-0015808,4631.0,2026-01-17 03:57:31,cancelled
ORD-0019314,4565.0,2026-01-13 23:10:15,completed
ORD-0015533,4455.0,2026-01-14 12:56:24,completed
ORD-0009677,3597.0,2026-01-20 12:19:20,cancelled
ORD-0009530,3166.0,2026-01-22 04:22:22,completed
ORD-0020899,4954.0,2026-01-18 11:30:41,shipped
ORD-0018573,3393.0,2026-01-30 18:07:26,completed
ORD-0002930,4288.0,2026-01-17 22:34:13,completed
ORD-0011548,160.0,2026-01-08 01:56:31,completed
ORD-0022580,3305.0,2026-01-03 03:51:57,cancelled
ORD-0011409,3041.0,2026-01-11 12:50:12,completed
ORD-0010615,299.0,2026-01-07 13:13:54,completed
ORD-0016947,2486.0,2026-01-29 06:47:55,pending
ORD-0002230,2093.0,2026-01-16 06:16:33,cancelled
ORD-0023107,4024.0,2026-01-19 01:30:14,pending
ORD-0013218,1746.0,2026-01-11 20:05:35,completed
ORD-0011188,4918.0,2026-01-16 01:09:27,completed
ORD-0006015,4452.0,2026-01-18 01:19:51,cancelled
ORD-0023691,637.0,2026-01-02 08:17:59,cancelled
ORD-0009486,3008.0,2026-01-29 13:57:15,shipped
ORD-0010437,1955.0,2026-01-20 20:03:13,cancelled
ORD-0003610,4416.0,2026-01-03 15:55:43,cancelled
ORD-0000853,2548.0,2026-01-25 09:14:07,shipped
ORD-0000994,2245.0,2026-01-07 05:21:10,cancelled
ORD-0006400,4456.0,2026-01-10 14:54:54,completed
ORD-0012607,3297.0,2026-01-10 03:57:01,shipped
ORD-0022607,1157.0,2026-01-26 16:31:13,pending
ORD-0002502,2991.0,2026-01-31 12:55:41,shipped
ORD-0007718,1814.0,2026-01-27 12:02:27,cancelled
ORD-0022541,3526.0,2026-01-07 17:24:32,pending
ORD-0011784,282.0,2026-01-03 13:41:47,shipped
ORD-0020829,2800.0,2026-01-23 03:17:22,completed
ORD-0019756,20.0,2026-01-15 05:00:22,completed
ORD-0013170,923.0,2026-01-06 03:20:33,completed
ORD-0018166,1782.0,2026-01-29 18:32:50,completed
ORD-0004048,4218.0,2026-01-05 19:51:50,completed
ORD-0003399,3585.0,2026-01-21 11:41:05,pending
ORD-0018883,1104.0,2026-01-27 02:44:58,cancelled
ORD-0003538,2260.0,2026-01-13 05:09:14,shipped
ORD-0019453,958.0,2026-01-21 10:30:31,shipped
ORD-0014604,1622.0,2026-01-11 14:54:19,completed
ORD-0010753,2361.0,2026-01-08 17:27:01,cancelled
ORD-0003474,1111.0,2026-01-24 19:54:29,completed
ORD-0022143,2032.0,2026-01-17 10:10:18,completed
ORD-0003740,1088.0,2026-01-28 01:42:26,cancelled
ORD-0009894,2381.0,2026-01-27 16:30:26,shipped
ORD-0005536,1643.0,2026-01-02 11:33:30,completed
ORD-0019486,2060.0,2026-01-03 12:53:45,pending
ORD-0007291,1479.0,2026-01-22 14:36:47,completed
ORD-0009906,3022.0,2026-01-18 14:03:37,completed
ORD-0011703,3271.0,2026-01-26 04:13:07,completed
ORD-0004425,4735.0,2026-01-03 15:41:20,shipped
ORD-0018354,1250.0,2026-01-21 18:57:13,completed
ORD-0024135,3924.0,2026-01-18 13:54:43,completed
ORD-0009619,366.0,2026-01-06 21:18:22,cancelled
ORD-0006791,4745.0,2026-01-06 20:35:26,completed
ORD-0010902,1598.0,2026-01-18 06:13:16,completed
ORD-0008294,1455.0,2026-01-28 23:30:18,completed
ORD-0014752,213.0,2026-01-06 17:33:36,cancelled
ORD-0005352,3098.0,2026-01-27 15:34:38,completed
ORD-0011466,4429.0,2026-01-17 08:36:08,cancelled
ORD-0017266,4321.0,2026-01-14 08:20:42,completed
ORD-0000641,3000.0,2026-01-11 23:30:14,completed
ORD-0024292,1983.0,2026-01-09 02:12:44,completed
ORD-0021619,2100.0,2026-01-28 05:58:29,shipped
ORD-0014243,630.0,2026-01-06 09:55:43,shipped
ORD-0011947,2034.0,2026-01-27 00:23:05,completed
ORD-0000867,2130.0,2026-01-01 19:31:22,completed
ORD-0000398,1777.0,2026-01-30 23:19:53,shipped
ORD-0024906,2998.0,2026-01-19 18:23:51,cancelled
ORD-0022202,3205.0,2026-01-07 16:15:31,completed
ORD-0015927,452.0,2026-01-12 00:35:51,completed
ORD-0013424,1659.0,2026-01-12 14:28:53,shipped
ORD-0010500,3594.0,2026-01-31 06:17:35,completed
ORD-0024920,1478.0,2026-01-17 06:52:08,completed
ORD-0016852,4891.0,2026-01-08 12:07:51,cancelled
ORD-0006004,1164.0,2026-01-01 04:25:44,pending
ORD-0007607,968.0,2026-01-05 03:06:17,shipped
ORD-0005755,2439.0,2026-01-15 05:12:06,cancelled
ORD-0004954,4897.0,2026-01-20 08:15:42,completed
ORD-0017279,766.0,2026-01-08 04:47:23,completed
ORD-0024369,364.0,2026-01-23 16:20:52,completed
ORD-0015302,2213.0,2026-01-16 04:03:30,completed
ORD-0011523,4878.0,2026-01-06 19:05:20,completed
ORD-0020087,4894.0,2026-01-01 05:45:36,shipped
ORD-0001604,3464.0,2026-01-23 05:17:40,completed
ORD-0013203,3473.0,2026-01-29 14:17:50,shipped
ORD-0021836,2257.0,2026-01-17 12:44:11,shipped
ORD-0017214,2435.0,2026-01-22 23:23:57,pending
ORD-0008159,1003.0,2026-01-16 09:37:49,completed
ORD-0003051,3910.0,2026-01-23 12:02:36,completed
ORD-0002223,3346.0,2026-01-18 12:05:08,pending
ORD-0009510,1695.0,2026-01-08 02:21:38,completed
ORD-0008215,702.0,2026-01-04 04:07:19,completed
ORD-0013515,4560.0,2026-01-08 08:41:32,pending
ORD-0006380,3442.0,2026-01-10 01:47:56,completed
ORD-0000200,2035.0,2026-01-17 19:56:40,completed
ORD-0008484,3224.0,2026-01-16 19:15:26,shipped
ORD-0015702,1965.0,2026-01-24 08:44:15,cancelled
ORD-0001109,3466.0,2026-01-08 19:12:48,pending
ORD-0012919,4728.0,2026-01-29 19:06:45,completed
ORD-0008158,1646.0,2026-01-31 17:31:00,cancelled
ORD-0001347,4434.0,2026-01-03 04:41:19,pending
ORD-0009285,3495.0,2026-01-15 23:58:13,pending
ORD-0009393,1202.0,2026-01-31 05:19:41,pending
ORD-0020299,2905.0,2026-01-01 01:30:30,pending
ORD-0010295,3253.0,2026-01-01 07:37:38,completed
ORD-0011792,211.0,2026-01-15 04:43:49,shipped
ORD-0024402,3175.0,2026-01-24 03:03:37,pending
ORD-0019084,3742.0,2026-01-15 04:55:52,pending
ORD-0016488,475.0,2026-01-25 14:00:02,shipped
ORD-0024730,1768.0,2026-01-09 06:03:53,shipped
ORD-0015853,3340.0,2026-01-08 03:29:25,shipped
ORD-0010348,2093.0,2026-01-23 00:47:26,cancelled
ORD-0014035,683.0,2026-01-31 22:08:36,cancelled
ORD-0020561,3207.0,2026-01-25 16:47:02,cancelled
ORD-0002222,401.0,2026-01-19 11:02:51,completed
ORD-0002753,1040.0,2026-01-09 04:34:49,pending
ORD-0010428,4524.0,2026-01-25 05:26:45,completed
ORD-0013095,1711.0,2026-01-15 15:56:24,shipped
ORD-0003015,3081.0,2026-01-17 05:51:31,completed
ORD-0007224,113.0,2026-01-24 09:17:58,cancelled
ORD-0003101,4752.0,2026-01-27 06:19:11,shipped
ORD-0015341,2150.0,2026-01-14 00:23:01,shipped
ORD-0001046,4405.0,2026-01-21 05:35:51,completed
ORD-0005688,249.0,2026-01-01 09:15:08,completed
ORD-0021110,340.0,2026-01-25 12:28:10,completed
ORD-0023561,1589.0,2026-01-24 20:55:26,shipped
ORD-0013789,2786.0,2026-01-05 02:23:57,cancelled
ORD-0015953,355.0,2026-01-19 00:24:39,completed
ORD-0004401,3597.0,2026-01-08 07:03:40,pending
ORD-0012640,2779.0,2026-01-23 22:24:20,completed
ORD-0000513,4808.0,2026-01-15 07:42:33,pending
ORD-0023161,4019.0,2026-01-08 21:56:34,shipped
ORD-0003965,566.0,2026-01-13 14:51:23,completed
ORD-0006423,1267.0,2026-01-09 06:17:58,completed
ORD-0000231,4278.0,2026-01-23 01:02:15,completed
ORD-0010343,1394.0,2026-01-13 10:57:40,shipped
ORD-0019781,749.0,2026-01-27 21:50:18,completed
ORD-0008978,3343.0,2026-01-18 05:08:30,completed
ORD-0013448,4834.0,2026-01-22 10:24:54,shipped
ORD-0007862,1254.0,2026-01-11 20:40:05,pending
ORD-0007764,916.0,2026-01-22 04:50:29,cancelled
ORD-0020028,441.0,2026-01-15 18:11:21,completed
ORD-0000964,3677.0,2026-01-06 02:39:50,completed
ORD-0018358,1049.0,2026-01-19 09:01:50,cancelled
ORD-0021609,3435.0,2026-01-24 20:33:30,pending
ORD-0011741,1242.0,2026-01-10 01:56:53,completed
ORD-0000342,2683.0,2026-01-31 08:59:54,pending
ORD-0005071,4835.0,2026-01-15 00:28:14,pending
ORD-0001924,163.0,2026-01-20 03:27:58,pending
ORD-0019435,4729.0,2026-01-18 15:51:05,completed
ORD-0019648,3860.0,2026-01-04 00:32:41,cancelled
ORD-0024682,4723.0,2026-01-31 11:44:47,completed
ORD-0005072,1710.0,2026-01-08 01:38:01,completed
ORD-0020003,287.0,2026-01-03 17:53:23,shipped
ORD-0009283,3708.0,2026-01-03 07:09:42,completed
ORD-0012796,3067.0,2026-01-04 03:19:09,completed
ORD-0015366,4411.0,2026-01-03 16:31:57,completed
ORD-0016090,4874.0,2026-01-12 19:51:55,shipped
ORD-0019438,3020.0,2026-01-03 06:09:45,completed
ORD-0023469,3204.0,2026-01-09 04:16:10,cancelled
ORD-0017830,2982.0,2026-01-22 20:45:11,shipped
ORD-0022516,4034.0,2026-01-15 01:22:04,shipped
ORD-0019379,64.0,2026-01-07 15:43:43,pending
ORD-0012069,3891.0,2026-01-13 14:32:11,completed
ORD-0008875,1549.0,2026-01-26 21:25:43,completed
ORD-0007828,1550.0,2026-01-22 20:08:23,cancelled
ORD-0014653,4246.0,2026-01-27 07:30:53,shipped
ORD-0017897,4473.0,2026-01-03 12:21:44,pending
ORD-0011166,4166.0,2026-01-15 06:44:12,completed
ORD-0024936,2453.0,2026-01-02 08:22:15,pending
ORD-0007616,2509.0,2026-01-08 09:55:39,completed
ORD-0024957,1270.0,2026-01-22 20:16:26,completed
ORD-0021791,1897.0,2026-01-29 11:04:49,completed
ORD-0020265,4780.0,2026-01-23 18:50:12,completed
ORD-0019261,3614.0,2026-01-21 09:10:03,cancelled
ORD-0019423,2071.0,2026-01-31 22:09:34,completed
ORD-0011549,1917.0,2026-01-23 13:19:27,completed
ORD-0018209,429.0,2026-01-13 20:49:42,shipped
ORD-0008477,2154.0,2026-01-04 18:10:12,completed
ORD-0003456,4352.0,2026-01-20 13:04:12,completed
ORD-0023437,2286.0,2026-01-04 21:49:00,completed
ORD-0003257,,2026-01-26 19:12:25,completed
ORD-0021287,4640.0,2026-01-08 22:26:26,pending
ORD-0007614,867.0,2026-01-19 12:21:15,completed
ORD-0018782,1199.0,2026-01-07 02:36:12,shipped
ORD-0016005,619.0,2026-01-09 05:40:50,completed
ORD-0018829,749.0,2026-01-16 09:15:34,completed
ORD-0013944,282.0,2026-01-28 01:06:19,completed
ORD-0013442,1352.0,2026-01-15 18:04:26,completed
ORD-0000313,2171.0,2026-01-31 10:34:50,completed
ORD-0018162,2725.0,2026-01-12 10:55:33,completed
ORD-0020901,2291.0,2026-01-04 02:42:20,pending
ORD-0011891,2913.0,2026-01-17 04:10:21,completed
ORD-0016057,4178.0,2026-01-21 13:08:06,shipped
ORD-0013191,2625.0,2026-01-21 04:07:59,completed
ORD-0012754,2952.0,2026-01-30 20:47:06,shipped
ORD-0009314,874.0,2026-01-03 18:30:18,completed
ORD-0009238,4473.0,2026-01-23 10:28:19,completed
ORD-0004195,4994.0,2026-01-16 22:50:05,pending
ORD-0013190,1753.0,2026-01-03 11:56:44,cancelled
ORD-0017230,773.0,2026-01-08 14:48:43,completed
ORD-0023216,3117.0,2026-01-19 12:54:12,completed
ORD-0007540,3527.0,2026-01-07 11:12:30,completed
ORD-0015801,1122.0,2026-01-26 21:44:12,completed
ORD-0016117,1025.0,2026-01-25 18:25:59,cancelled
ORD-0010213,1909.0,2026-01-25 21:17:02,pending
ORD-0001570,2204.0,2026-01-17 09:14:28,completed
ORD-0021133,1821.0,2026-01-22 06:50:10,completed
ORD-0013292,61.0,2026-01-28 05:12:56,completed
ORD-0022334,978.0,2026-01-17 07:36:47,completed
ORD-0023972,2742.0,2026-01-15 19:40:13,pending
ORD-0009890,3019.0,2026-01-08 10:14:46,pending
ORD-0021534,2419.0,2026-01-15 08:02:21,shipped
ORD-0012899,93.0,2026-01-01 17:51:55,completed
ORD-0018866,4862.0,2026-01-06 05:42:37,cancelled
ORD-0003640,1348.0,2026-01-28 10:28:16,cancelled
ORD-0021442,2528.0,2026-01-08 19:34:47,pending
ORD-0005926,1238.0,2026-01-29 13:52:46,completed
ORD-0012569,1883.0,2026-01-11 16:50:22,completed
ORD-0022174,3257.0,2026-01-22 05:02:59,shipped
ORD-0010625,4357.0,2026-01-07 01:37:10,shipped
ORD-0006226,2994.0,2026-01-20 00:39:38,completed
ORD-0020736,4657.0,2026-01-13 14:22:03,completed
ORD-0002584,3604.0,2026-01-02 23:20:52,pending
ORD-0020294,469.0,2026-01-30 14:09:17,pending
ORD-0006518,353.0,2026-01-14 17:57:11,pending
ORD-0008666,1073.0,2026-01-04 15:11:21,shipped
ORD-0015200,3363.0,2026-01-12 06:52:55,pending
ORD-0016735,2505.0,2026-01-17 11:38:48,completed
ORD-0017508,3797.0,2026-01-26 17:26:58,completed
ORD-0005077,27.0,2026-01-27 16:59:54,shipped
ORD-0023186,3508.0,2026-01-27 20:16:46,cancelled
ORD-0013209,1761.0,2026-01-23 10:43:10,completed
ORD-0009998,2189.0,2026-01-12 04:34:15,cancelled
ORD-0003590,973.0,2026-01-24 13:08:10,completed
ORD-0003510,1574.0,2026-01-15 04:38:06,completed
ORD-0012607,3297.0,2026-01-10 03:53:00,shipped
ORD-0009150,944.0,2026-01-05 09:17:57,shipped
ORD-0006649,3958.0,2026-01-18 15:08:59,shipped
ORD-0012439,477.0,2026-01-31 08:58:56,completed
ORD-0014728,2167.0,2026-01-13 20:10:39,pending
ORD-0021309,4834.0,2026-01-14 11:04:00,completed
ORD-0001347,4434.0,2026-01-03 04:39:31,pending
ORD-0017551,2119.0,2026-01-16 07:48:27,completed
ORD-0002663,773.0,2026-01-21 21:32:15,completed
ORD-0021263,3770.0,2026-01-28 15:35:50,completed
ORD-0002906,2955.0,2026-01-11 02:56:45,pending
ORD-0013463,4472.0,2026-01-13 07:15:59,pending
ORD-0008443,2595.0,2026-01-29 04:01:05,completed
ORD-0009363,2445.0,2026-01-05 16:55:10,shipped
ORD-0011130,2551.0,2026-01-05 23:02:40,pending
ORD-0008797,4727.0,2026-01-13 12:38:28,completed
ORD-0013714,2289.0,2026-01-02 08:31:34,shipped
ORD-0022146,858.0,2026-01-24 19:00:01,completed
ORD-0000972,1467.0,2026-01-05 12:46:16,cancelled
ORD-0021268,309.0,2026-01-17 21:22:37,completed
ORD-0002276,4632.0,2026-01-02 04:45:11,cancelled
ORD-0018311,843.0,2026-01-23 03:30:07,completed
ORD-0007733,3415.0,2026-01-19 16:52:35,shipped
ORD-0024875,4140.0,2026-01-01 19:04:41,shipped
ORD-0016273,704.0,2026-01-19 08:37:05,completed
ORD-0007572,258.0,2026-01-01 02:14:20,cancelled
ORD-0003932,944.0,2026-01-29 15:09:36,completed
ORD-0024050,3479.0,2026-01-25 20:25:21,completed
ORD-0023150,3708.0,2026-01-09 02:03:33,completed
ORD-0020679,4700.0,2026-01-28 15:27:42,completed
ORD-0008940,3116.0,2026-01-17 15:05:51,pending
ORD-0005555,70.0,2026-01-16 05:36:31,cancelled
ORD-0002871,20.0,2026-01-15 03:27:59,completed
ORD-0008269,2777.0,2026-01-21 20:00:15,completed
ORD-0005599,3591.0,2026-01-06 23:30:56,pending
ORD-0007137,274.0,2026-01-24 19:14:10,cancelled
ORD-0001203,1367.0,2026-01-20 04:56:22,shipped
ORD-0018561,72.0,2026-01-03 02:41:09,completed
ORD-0022345,4656.0,2026-01-17 11:54:27,shipped
ORD-0024350,3087.0,2026-01-14 05:19:08,shipped
ORD-0020615,4281.0,2026-01-17 15:07:48,pending
ORD-0018705,791.0,2026-01-21 00:36:04,cancelled
ORD-0002255,945.0,2026-01-20 03:21:58,completed
ORD-0022242,4349.0,2026-01-25 12:38:22,shipped
ORD-0004376,4152.0,2026-01-08 02:32:04,pending
ORD-0011316,1760.0,2026-01-20 00:17:52,completed
ORD-0010671,793.0,2026-01-12 01:05:56,pending
ORD-0017757,4436.0,2026-01-28 17:23:29,completed
ORD-0020203,4502.0,2026-01-05 20:02:54,cancelled
ORD-0010431,3217.0,2026-01-13 06:57:50,cancelled
ORD-0005554,3296.0,2026-01-20 10:50:11,completed
ORD-0022497,1465.0,2026-01-08 16:41:33,shipped
ORD-0011022,1216.0,2026-01-11 18:50:08,pending
ORD-0012390,1268.0,2026-01-28 00:54:27,completed
ORD-0003097,4785.0,2026-01-26 00:10:15,shipped
ORD-0009449,4955.0,2026-01-20 03:46:04,completed
ORD-0008444,3570.0,2026-01-06 19:35:14,completed
ORD-0023270,549.0,2026-01-13 21:42:40,completed
ORD-0017563,2537.0,2026-01-03 20:30:23,cancelled
ORD-0024289,4762.0,2026-01-09 12:31:21,cancelled
ORD-0016621,3989.0,2026-01-12 11:33:14,completed
ORD-0005220,107.0,2026-01-26 16:54:10,completed
ORD-0023566,679.0,2026-01-31 06:46:48,completed
ORD-0016027,3626.0,2026-01-28 06:23:47,completed
ORD-0016492,3696.0,2026-01-25 09:15:37,cancelled
ORD-0022094,4024.0,2026-01-29 23:10:57,completed
ORD-0019908,3328.0,2026-01-01 14:21:56,shipped
ORD-0002450,2010.0,2026-01-23 22:38:24,completed
ORD-0021480,4237.0,2026-01-21 06:43:16,shipped
ORD-0014929,2725.0,2026-01-08 01:22:24,completed
ORD-0010320,4440.0,2026-01-05 09:34:05,completed
ORD-0017477,3452.0,2026-01-31 18:57:44,completed
ORD-0008543,669.0,2026-01-03 14:21:03,completed
ORD-0016629,2415.0,2026-01-17 08:54:07,completed
ORD-0007883,1858.0,2026-01-06 01:53:26,pending
ORD-0006625,4040.0,2026-01-16 18:06:27,shipped
ORD-0014710,4565.0,2026-01-05 16:28:26,completed
ORD-0022023,2427.0,2026-01-28 22:57:38,completed
ORD-0018826,3761.0,2026-01-07 23:15:32,cancelled
ORD-0018665,1715.0,2026-01-28 06:45:46,shipped
ORD-0008029,2759.0,2026-01-23 22:19:55,completed
ORD-0000197,4787.0,2026-01-20 17:54:41,pending
ORD-0013707,4238.0,2026-01-10 02:52:22,pending
ORD-0012860,2695.0,2026-01-30 03:37:51,pending
ORD-0016111,1160.0,2026-01-22 11:03:18,pending
ORD-0012375,1044.0,2026-01-30 15:28:29,completed
ORD-0004037,4671.0,2026-01-06 00:17:38,completed
ORD-0012100,4000.0,2026-01-11 01:58:46,shipped
ORD-0023218,1259.0,2026-01-23 07:54:45,cancelled
ORD-0016993,4234.0,2026-01-30 18:31:22,completed
ORD-0001191,2710.0,2026-01-21 22:18:49,shipped
ORD-0022342,1005.0,2026-01-27 23:44:57,completed
ORD-0002169,1865.0,2026-01-16 09:49:49,completed
ORD-0014327,628.0,2026-01-26 18:33:32,completed
ORD-0005199,877.0,2026-01-22 01:12:46,completed
ORD-0004344,1649.0,2026-01-10 22:39:19,completed
ORD-0001599,4893.0,2026-01-03 15:59:27,completed
ORD-0006424,3481.0,2026-01-17 03:29:59,completed
ORD-0016637,1747.0,2026-01-17 04:57:47,completed
ORD-0010382,830.0,2026-01-22 02:40:42,completed
ORD-0012759,3041.0,2026-01-16 03:14:06,shipped
ORD-0003028,2778.0,2026-01-02 18:06:52,pending
ORD-0013251,270.0,2026-01-18 23:25:20,completed
ORD-0009571,1626.0,2026-01-26 20:59:16,pending
ORD-0023647,3107.0,2026-01-14 18:25:07,shipped
ORD-0008629,3354.0,2026-01-30 20:13:44,pending
ORD-0011213,4246.0,2026-01-06 08:51:29,cancelled
ORD-0016503,4769.0,2026-01-29 19:27:46,completed
ORD-0013541,237.0,2026-01-30 09:16:34,cancelled
ORD-0010561,1281.0,2026-01-31 19:36:13,completed
ORD-0007132,3038.0,2026-01-05 02:21:13,completed
ORD-0011829,1773.0,2026-01-30 18:38:48,completed
ORD-0005184,4627.0,2026-01-05 02:12:24,pending
ORD-0021767,4944.0,2026-01-05 02:11:44,completed
ORD-0004570,4105.0,2026-01-24 03:17:30,completed
ORD-0023444,3015.0,2026-01-06 14:43:03,cancelled
ORD-0000324,3669.0,2026-01-12 16:47:27,completed
ORD-0007970,3622.0,2026-01-26 16:19:27,completed
ORD-0006211,3818.0,2026-01-17 04:49:44,pending
ORD-0007485,4674.0,2026-01-07 05:02:54,pending
ORD-0021377,2754.0,2026-01-08 09:28:39,shipped
ORD-0013438,210.0,2026-01-12 16:00:01,shipped
ORD-0005860,282.0,2026-01-09 05:59:07,pending
ORD-0004060,4614.0,2026-01-11 12:28:46,pending
ORD-0001611,630.0,2026-01-22 15:09:43,shipped
ORD-0022622,1990.0,2026-01-24 13:56:28,pending
ORD-0011925,1565.0,2026-01-09 16:49:40,completed
ORD-0008929,1453.0,2026-01-07 19:21:28,completed
ORD-0013496,4580.0,2026-01-31 19:34:54,completed
ORD-0005438,815.0,2026-01-20 02:15:21,completed
ORD-0014493,3139.0,2026-01-17 16:40:44,completed
ORD-0008196,631.0,2026-01-20 05:34:21,completed
ORD-0020988,4030.0,2026-01-29 14:17:51,completed
ORD-0012838,2636.0,2026-01-13 17:32:57,shipped
ORD-0021565,38.0,2026-01-11 19:41:40,completed
ORD-0005002,2031.0,2026-01-24 17:00:17,cancelled
ORD-0002167,2424.0,2026-01-29 01:12:45,completed
ORD-0002875,976.0,2026-01-13 12:44:36,cancelled
ORD-0016220,849.0,2026-01-14 18:26:33,completed
ORD-0008095,3461.0,2026-01-26 01:21:28,completed
ORD-0024480,3339.0,2026-01-30 06:57:57,cancelled
ORD-0008972,2598.0,2026-01-13 13:59:16,completed
ORD-0017008,3019.0,2026-01-24 07:53:29,cancelled
ORD-0021139,456.0,2026-01-24 20:34:13,cancelled
ORD-0005035,89.0,2026-01-23 10:42:34,completed
ORD-0008744,3748.0,2026-01-31 00:01:25,shipped
ORD-0007336,3061.0,2026-01-20 08:02:34,completed
ORD-0008024,1382.0,2026-01-18 09:48:06,completed
ORD-0005091,1930.0,2026-01-04 22:36:59,completed
ORD-0020999,338.0,2026-01-17 20:39:18,completed
ORD-0021949,1027.0,2026-01-08 18:11:07,pending
ORD-0024391,1150.0,2026-01-12 21:21:25,completed
ORD-0005378,3955.0,2026-01-05 02:42:41,cancelled
ORD-0020595,4239.0,2026-01-06 05:39:27,cancelled
ORD-0017615,1564.0,2026-01-27 19:03:28,pending
ORD-0009827,429.0,2026-01-14 21:13:22,completed
ORD-0012972,1874.0,2026-01-22 03:25:07,cancelled
ORD-0021797,2234.0,2026-01-13 11:22:32,pending
ORD-0015544,1047.0,2026-01-02 06:17:12,completed
ORD-0011748,1151.0,2026-01-31 11:32:50,pending
ORD-0013138,1757.0,2026-01-02 13:42:12,completed
ORD-0003943,1209.0,2026-01-30 11:56:01,cancelled
ORD-0021828,484.0,2026-01-31 06:41:41,shipped
ORD-0014522,3952.0,2026-01-27 05:01:33,cancelled
ORD-0010200,2718.0,2026-01-04 23:10:29,completed
ORD-0022724,3602.0,2026-01-17 10:52:50,pending
ORD-0023613,1742.0,2026-01-07 05:20:54,completed
ORD-0009961,3817.0,2026-01-30 09:03:22,completed
ORD-0007577,2158.0,2026-01-15 21:39:00,pending
