order_id,product_id,quantity
ORD-0009220,1018.0,1
ORD-0014045,795.0,3
ORD-0020755,575.0,4
ORD-0003960,688.0,2
ORD-0019159,642.0,4
ORD-0008318,711.0,2
ORD-0017898,1257.0,2
ORD-0009148,1169.0,4
ORD-0020854,1284.0,2
ORD-0009488,1136.0,3
ORD-0020184,1147.0,2
ORD-0007610,925.0,4
ORD-0002445,1224.0,3
ORD-0018139,15.0,2
ORD-0002724,1459.0,1
ORD-0022440,335.0,3
ORD-0013364,943.0,1
ORD-0024268,130.0,4
ORD-0007719,169.0,3
ORD-0012612,654.0,3
ORD-0000371,464.0,4
ORD-0003210,1490.0,1
ORD-0011587,830.0,4
ORD-0019117,682.0,3
ORD-0015476,1239.0,3
ORD-0018041,226.0,2
ORD-0010047,707.0,3
ORD-0009561,1132.0,1
ORD-0024108,860.0,4
ORD-0017086,681.0,2
ORD-0022555,1083.0,2
ORD-0006424,396.0,4
ORD-0021801,1412.0,1
ORD-0002870,1240.0,1
ORD-0019747,252.0,4
ORD-0017231,1144.0,4
ORD-0018479,400.0,2
ORD-0024913,890.0,1
ORD-0011520,845.0,3
ORD-0011311,209.0,4
ORD-0017465,726.0,4
ORD-0020494,1087.0,3
ORD-0022863,1314.0,3
ORD-0024302,1182.0,2
ORD-0018640,781.0,1
ORD-0020016,1360.0,1
ORD-0018413,495.0,3
ORD-0007124,30.0,3
ORD-0018836,690.0,1
ORD-0002800,1132.0,1
ORD-0024945,378.0,3
ORD-0000799,1294.0,3
ORD-0008793,388.0,3
ORD-0024968,399.0,2
ORD-0024991,1391.0,1
ORD-0011169,194.0,1
ORD-0015975,827.0,3
ORD-0016136,1322.0,4
ORD-0009821,672.0,2
ORD-0004178,526.0,1
ORD-0014861,53.0,2
ORD-0010394,1365.0,2
ORD-0010271,1346.0,4
ORD-0004153,582.0,3
ORD-0018557,1435.0,4
ORD-0015599,1395.0,2
ORD-0023504,1070.0,4
ORD-0004938,505.0,1
ORD-0000833,326.0,4
ORD-0024165,1149.0,2
ORD-0001593,971.0,4
ORD-0004497,763.0,2
ORD-0018922,1145.0,2
ORD-0020061,881.0,1
ORD-0022644,749.0,3
ORD-0006491,1050.0,1
ORD-0000890,1018.0,3
ORD-0005646,1200.0,2
ORD-0021625,700.0,1
ORD-0007093,355.0,2
ORD-0012682,1025.0,4
ORD-0009814,267.0,2
ORD-0004435,650.0,3
ORD-0003031,1136.0,4
ORD-0013124,572.0,2
ORD-0011878,1086.0,4
ORD-0013305,1188.0,3
ORD-0014338,690.0,4
ORD-0003152,171.0,4
ORD-0002331,315.0,4
ORD-0013080,1252.0,3
ORD-0010574,159.0,1
ORD-0011864,328.0,2
ORD-0017125,942.0,4
ORD-0004766,1271.0,3
ORD-0000423,103.0,3
ORD-0023672,617.0,2
ORD-0019405,1562.0,3
ORD-0006217,196.0,1
ORD-0005777,54.0,3
ORD-0019310,337.0,1
ORD-0017311,420.0,2
ORD-0013903,932.0,4
ORD-0017835,714.0,2
ORD-0000552,606.0,3
ORD-0006259,1984.0,4
ORD-0007864,387.0,3
ORD-0020570,380.0,1
ORD-0010919,976.0,1
ORD-0015986,698.0,3
ORD-0005243,1431.0,1
ORD-0013472,913.0,3
ORD-0005065,1288.0,1
ORD-0022703,1040.0,2
ORD-0001388,1447.0,4
ORD-0003747,1290.0,3
ORD-0001280,250.0,3
ORD-0001258,986.0,1
ORD-0015971,639.0,1
ORD-0003419,600.0,1
ORD-0024488,453.0,1
ORD-0015076,413.0,4
ORD-0021795,743.0,3
ORD-0004024,677.0,3
ORD-0012880,1135.0,4
ORD-0001822,377.0,1
ORD-0003249,1134.0,3
ORD-0009243,1005.0,3
ORD-0014901,1041.0,4
ORD-0023755,917.0,2
ORD-0017955,1914.0,2
ORD-0021585,1631.0,1
ORD-0008965,716.0,1
ORD-0005508,1227.0,2
ORD-0016349,31.0,2
ORD-0023974,1359.0,1
ORD-0004668,1351.0,1
ORD-0020584,833.0,4
ORD-0007354,411.0,4
ORD-0021765,1426.0,4
ORD-0008527,1310.0,2
ORD-0012287,607.0,2
ORD-0017554,706.0,3
ORD-0005618,13.0,2
ORD-0021536,1294.0,4
ORD-0011400,1242.0,4
ORD-0015721,667.0,1
ORD-0014106,1016.0,3
ORD-0014778,1043.0,3
ORD-0021486,129.0,2
ORD-0012816,806.0,1
ORD-0006945,49.0,4
ORD-0022242,1122.0,4
ORD-0020191,780.0,2
ORD-0010367,1418.0,2
ORD-0018213,479.0,1
ORD-0007030,1175.0,2
ORD-0004259,1489.0,4
ORD-0002398,1395.0,1
ORD-0024748,350.0,1
ORD-0020253,107.0,3
ORD-0006335,1245.0,2
ORD-0011976,984.0,3
ORD-0010351,561.0,2
ORD-0016330,129.0,4
ORD-0000630,412.0,4
ORD-0014999,1177.0,2
ORD-0011403,922.0,4
ORD-0016083,588.0,2
ORD-0012924,1377.0,4
ORD-0005333,536.0,4
ORD-0012214,548.0,1
ORD-0001481,45.0,1
ORD-0001647,839.0,4
ORD-0020610,756.0,4
ORD-0015490,859.0,1
ORD-0022792,1116.0,4
ORD-0002511,50.0,2
ORD-0003740,1346.0,4
ORD-0012092,1494.0,3
ORD-0012242,130.0,2
ORD-0012562,1281.0,4
ORD-0019933,562.0,4
ORD-0012164,630.0,1
ORD-0006064,354.0,2
ORD-0013673,1227.0,3
ORD-0009253,1415.0,2
ORD-0017256,1491.0,1
ORD-0023156,937.0,4
ORD-0011916,353.0,2
ORD-0018541,227.0,1
ORD-0008112,430.0,4
ORD-0023733,1483.0,4
ORD-0023579,522.0,2
ORD-0001243,765.0,2
ORD-0011018,1171.0,3
ORD-0018623,1266.0,4
ORD-0015738,845.0,2
ORD-0014971,1287.0,4
ORD-0003580,500.0,3
ORD-0022684,678.0,3
ORD-0017297,52.0,2
ORD-0007713,412.0,3
ORD-0004081,140.0,3
ORD-0001659,817.0,1
ORD-0018928,76.0,2
ORD-0018027,373.0,4
ORD-0020983,1237.0,4
ORD-0011390,338.0,1
ORD-0023907,222.0,4
ORD-0012211,535.0,1
ORD-0021574,1431.0,1
ORD-0014768,428.0,1
ORD-0018697,124.0,4
ORD-0007671,9.0,1
ORD-0020174,479.0,-4
ORD-0017443,364.0,2
ORD-0017894,959.0,2
ORD-0013168,929.0,3
ORD-0024527,741.0,3
ORD-0022719,207.0,3
ORD-0015228,512.0,2
ORD-0013720,285.0,2
ORD-0012813,422.0,3
ORD-0013798,561.0,3
ORD-0006631,868.0,2
ORD-0004520,731.0,1
ORD-0015113,266.0,2
ORD-0021330,915.0,2
ORD-0015830,8.0,1
ORD-0006049,390.0,2
ORD-0001007,380.0,3
ORD-0013975,576.0,2
ORD-0019453,,3
ORD-0018282,540.0,3
ORD-0009496,1261.0,2
ORD-0016664,1130.0,4
ORD-0011188,1123.0,3
ORD-0015084,414.0,4
ORD-0021655,447.0,1
ORD-0009475,1190.0,4
ORD-0020339,23.0,2
ORD-0011379,344.0,3
ORD-0003415,642.0,3
ORD-0023257,1088.0,2
ORD-0005304,839.0,4
ORD-0014667,1026.0,4
ORD-0011957,399.0,2
ORD-0007555,183.0,4
ORD-0014646,778.0,3
ORD-0008935,8.0,1
ORD-0022692,1122.0,3
ORD-0023827,841.0,2
ORD-0020857,1227.0,3
ORD-0022101,461.0,4
ORD-0021265,1353.0,3
ORD-0014819,1132.0,1
ORD-0018750,132.0,3
ORD-0022826,31.0,1
ORD-0021471,586.0,1
ORD-0013891,835.0,2
ORD-0014956,628.0,1
ORD-0021335,1483.0,1
ORD-0000976,1463.0,2
ORD-0017176,900.0,4
ORD-0007946,108.0,3
ORD-0000658,1354.0,2
ORD-0024753,843.0,2
ORD-0016219,1118.0,3
ORD-0007176,401.0,2
ORD-0024619,292.0,4
ORD-0005635,1095.0,2
ORD-0018674,1422.0,2
ORD-0002258,694.0,2
ORD-0003624,1247.0,4
ORD-0016991,498.0,3
ORD-0023498,732.0,1
ORD-0011620,132.0,3
ORD-0024478,1133.0,4
ORD-0007569,877.0,1
ORD-0000571,834.0,2
ORD-0024455,552.0,1
ORD-0021017,637.0,2
ORD-0013547,254.0,3
ORD-0013237,432.0,4
ORD-0021622,435.0,1
ORD-0003772,1185.0,2
ORD-0016752,1320.0,1
ORD-0004055,1221.0,4
ORD-0016365,452.0,3
ORD-0001243,1278.0,2
ORD-0020375,1150.0,3
ORD-0010428,984.0,4
ORD-0003935,1318.0,1
ORD-0007505,145.0,2
ORD-0018108,747.0,4
ORD-0023882,1123.0,3
ORD-0000252,235.0,3
ORD-0016625,103.0,4
ORD-0014525,450.0,4
ORD-0003892,874.0,3
ORD-0016910,1282.0,4
ORD-0009202,1210.0,1
ORD-0023530,594.0,1
ORD-0014649,440.0,4
ORD-0010069,1135.0,4
ORD-0022333,263.0,2
ORD-0006935,662.0,4
ORD-0013340,100.0,1
ORD-0013750,1177.0,3
ORD-0020537,238.0,3
ORD-0016679,1382.0,4
ORD-0018883,1136.0,1
ORD-0013369,1456.0,3
ORD-0003503,189.0,1
ORD-0001013,486.0,3
ORD-0018357,,3
ORD-0008460,1918.0,3
ORD-0019829,891.0,4
ORD-0011613,1220.0,2
ORD-0008610,21.0,4
ORD-0007831,414.0,2
ORD-0023274,701.0,1
ORD-0024993,720.0,3
ORD-0015304,1243.0,2
ORD-0016533,300.0,2
ORD-0014766,1029.0,1
ORD-0017571,670.0,3
ORD-0024999,348.0,2
ORD-0001893,497.0,2
ORD-0006501,779.0,3
ORD-0020302,426.0,2
ORD-0002860,30.0,3
ORD-0006226,417.0,2
ORD-0012202,1409.0,4
ORD-0023499,1059.0,1
ORD-0012558,995.0,3
ORD-0019949,535.0,-4
ORD-0023454,526.0,3
ORD-0022767,200.0,-1
ORD-0008481,567.0,1
ORD-0017694,1151.0,1
ORD-0023935,511.0,3
ORD-0002530,975.0,1
ORD-0004724,592.0,4
ORD-0015091,84.0,2
ORD-0009005,57.0,4
ORD-0018844,891.0,3
ORD-0003637,1429.0,3
ORD-0008456,163.0,2
ORD-0005544,1229.0,1
ORD-0015691,516.0,4
ORD-0001345,927.0,1
ORD-0022180,944.0,2
ORD-0022363,915.0,1
ORD-0017245,491.0,4
ORD-0003411,276.0,1
ORD-0018250,348.0,2
ORD-0004306,178.0,2
ORD-0006434,1172.0,4
ORD-0023684,509.0,1
ORD-0009110,974.0,4
ORD-0001804,811.0,1
ORD-0018008,501.0,2
ORD-0019094,796.0,1
ORD-0014562,435.0,4
ORD-0023475,1097.0,4
ORD-0007140,1264.0,3
ORD-0003926,942.0,4
ORD-0011795,937.0,2
ORD-0020634,631.0,2
ORD-0019655,451.0,4
ORD-0022793,81.0,2
ORD-0010195,420.0,1
ORD-0008232,1240.0,3
ORD-0002500,122.0,1
ORD-0022268,442.0,3
ORD-0012697,257.0,2
ORD-0009705,1219.0,2
ORD-0021986,713.0,2
ORD-0005687,699.0,2
ORD-0008523,965.0,3
ORD-0007051,34.0,2
ORD-0018598,59.0,2
ORD-0007123,587.0,2
ORD-0016277,1344.0,1
ORD-0001487,1483.0,3
ORD-0015736,1360.0,4
ORD-0018427,1478.0,1
ORD-0008108,110.0,2
ORD-0023818,1398.0,4
ORD-0024970,452.0,3
ORD-0012854,8.0,1
ORD-0024831,435.0,2
ORD-0019081,675.0,1
ORD-0009348,1243.0,1
ORD-0023210,765.0,1
ORD-0012356,1453.0,2
ORD-0021750,431.0,1
ORD-0019702,539.0,4
ORD-0015896,82.0,4
ORD-0017904,793.0,3
ORD-0005976,1206.0,2
ORD-0016837,1413.0,3
ORD-0002197,908.0,3
ORD-0022807,1150.0,4
ORD-0018785,795.0,4
ORD-0021852,855.0,4
ORD-0007786,1250.0,3
ORD-0014703,450.0,2
ORD-0005725,1145.0,4
ORD-0023256,820.0,3
ORD-0003958,909.0,3
ORD-0014208,652.0,4
ORD-0020116,75.0,3
ORD-0001697,1449.0,2
ORD-0011632,943.0,1
ORD-0000586,625.0,1
ORD-0004512,1186.0,3
ORD-0014516,701.0,1
ORD-0021523,314.0,1
ORD-0012654,1007.0,2
ORD-0017874,1130.0,1
ORD-0013524,1274.0,3
ORD-0000969,800.0,3
ORD-0009579,721.0,3
ORD-0022157,1164.0,3
ORD-0015025,1386.0,3
ORD-0012850,208.0,3
ORD-0014740,1389.0,1
ORD-0020196,772.0,1
ORD-0021277,663.0,4
ORD-0017273,214.0,4
ORD-0018133,285.0,4
ORD-0014000,1002.0,2
ORD-0009843,180.0,3
ORD-0013208,13.0,2
ORD-0011423,795.0,2
ORD-0013094,926.0,1
ORD-0022481,279.0,1
ORD-0011971,704.0,1
ORD-0004322,503.0,4
ORD-0014683,944.0,1
ORD-0006605,132.0,1
ORD-0000309,1406.0,4
ORD-0014641,503.0,3
ORD-0019602,22.0,2
ORD-0022800,460.0,3
ORD-0003592,1074.0,3
ORD-0012447,591.0,1
ORD-0006590,110.0,1
ORD-0006903,1015.0,3
ORD-0001762,386.0,4
ORD-0009019,618.0,2
ORD-0017648,280.0,1
ORD-0009019,465.0,1
ORD-0011510,987.0,3
ORD-0002804,1050.0,1
ORD-0001399,407.0,4
ORD-0012572,945.0,4
ORD-0000535,503.0,4
ORD-0008656,294.0,4
ORD-0000385,700.0,3
ORD-0020158,731.0,4
ORD-0012020,380.0,1
ORD-0012141,1157.0,4
ORD-0012867,1477.0,1
ORD-0022732,707.0,2
ORD-0000549,811.0,2
ORD-0002599,452.0,2
ORD-0015625,1964.0,1
ORD-0006237,1261.0,2
ORD-0011709,850.0,2
ORD-0003941,1106.0,4
ORD-0022877,888.0,2
ORD-0017099,1321.0,3
ORD-0020506,179.0,3
ORD-0019300,1262.0,1
ORD-0019098,184.0,3
ORD-0014740,1310.0,3
ORD-0008420,876.0,3
ORD-0012141,896.0,4
ORD-0020378,963.0,2
ORD-0011795,231.0,4
ORD-0003641,878.0,3
ORD-0015107,13.0,1
ORD-0009318,1826.0,3
ORD-0006783,1474.0,4
ORD-0012556,1432.0,2
ORD-0017195,874.0,3
ORD-0002082,939.0,2
ORD-0024975,537.0,1
ORD-0005336,434.0,1
ORD-0017874,513.0,4
ORD-0008459,1191.0,3
ORD-0014367,592.0,3
ORD-0009534,666.0,3
ORD-0005354,526.0,4
ORD-0013634,748.0,4
ORD-0021715,362.0,1
ORD-0004332,774.0,1
ORD-0008170,410.0,3
ORD-0022181,591.0,1
ORD-0001317,583.0,2
ORD-0010049,1018.0,3
ORD-0009389,57.0,1
ORD-0018661,1204.0,2
ORD-0016031,1189.0,3
ORD-0020371,1350.0,1
ORD-0000733,937.0,1
ORD-0017534,866.0,3
ORD-0020102,1067.0,2
ORD-0001544,397.0,2
ORD-0013990,288.0,1
ORD-0017389,397.0,1
ORD-0019396,880.0,2
ORD-0022199,309.0,4
ORD-0005762,956.0,1
ORD-0024235,23.0,2
ORD-0023918,52.0,4
ORD-0024994,472.0,3
ORD-0008620,856.0,2
ORD-0007083,1444.0,1
ORD-0004559,378.0,2
ORD-0002077,1011.0,3
ORD-0018361,578.0,2
ORD-0023995,964.0,1
ORD-0017914,515.0,2
ORD-0012193,981.0,1
ORD-0001713,112.0,4
ORD-0022784,227.0,4
ORD-0002564,668.0,2
ORD-0013693,284.0,2
ORD-0024447,1098.0,4
ORD-0020299,760.0,2
ORD-0010440,1325.0,2
ORD-0012975,1138.0,4
ORD-0017672,1230.0,-4
ORD-0006032,655.0,2
ORD-0022974,513.0,4
ORD-0008222,1300.0,1
ORD-0014741,50.0,4
ORD-0014104,1351.0,4
ORD-0013355,1110.0,3
ORD-0016586,1057.0,1
ORD-0002365,1414.0,2
ORD-0006538,1311.0,3
ORD-0007688,225.0,4
ORD-0016737,766.0,1
ORD-0013996,1029.0,2
ORD-0007660,232.0,3
ORD-0000757,176.0,2
ORD-0023026,1086.0,4
ORD-0024748,1290.0,4
ORD-0001713,241.0,1
ORD-0005760,78.0,4
ORD-0009254,962.0,3
ORD-0006907,739.0,2
ORD-0001621,1242.0,4
ORD-0010523,289.0,4
ORD-0008329,730.0,3
ORD-0006438,1349.0,3
ORD-0010481,23.0,1
ORD-0011682,422.0,1
ORD-0018091,933.0,1
ORD-0011038,1167.0,3
ORD-0013823,609.0,2
ORD-0023503,1495.0,1
ORD-0002527,477.0,4
ORD-0003071,1349.0,1
ORD-0000346,427.0,4
ORD-0009253,466.0,2
ORD-0008258,1065.0,4
ORD-0006154,999.0,2
ORD-0003006,818.0,4
ORD-0019939,1037.0,2
ORD-0020256,1127.0,3
ORD-0019362,1142.0,2
ORD-0017513,174.0,2
ORD-0019519,55.0,1
ORD-0000798,890.0,4
ORD-0020046,826.0,4
ORD-0000532,445.0,4
ORD-0008441,1039.0,4
ORD-0017215,144.0,1
ORD-0004540,1112.0,1
ORD-0005993,741.0,1
ORD-0023895,1492.0,3
ORD-0006047,304.0,1
ORD-0018556,1243.0,3
ORD-0018058,579.0,3
ORD-0008325,1126.0,4
ORD-0015023,492.0,2
ORD-0023820,1065.0,2
ORD-0022008,970.0,4
ORD-0022273,698.0,3
ORD-0003757,1032.0,3
ORD-0004619,425.0,2
ORD-0002291,599.0,3
ORD-0012794,53.0,1
ORD-0011575,561.0,2
ORD-0021493,522.0,1
ORD-0008667,1036.0,3
ORD-0017785,430.0,3
ORD-0022140,1248.0,3
ORD-0004736,895.0,2
ORD-0004112,31.0,1
ORD-0020238,758.0,2
ORD-0005134,377.0,2
ORD-0007138,690.0,3
ORD-0009064,747.0,1
ORD-0005553,,2
ORD-0000443,1055.0,1
ORD-0007133,130.0,4
ORD-0021306,1196.0,4
ORD-0009030,74.0,3
ORD-0012330,940.0,4
ORD-0001396,1173.0,1
ORD-0010921,556.0,3
ORD-0023560,1217.0,3
ORD-0016404,1353.0,3
ORD-0023854,1394.0,4
ORD-0016290,1137.0,2
ORD-0021757,458.0,3
ORD-0012048,579.0,3
ORD-0018053,904.0,4
ORD-0011112,274.0,1
ORD-0023686,537.0,3
ORD-0003815,473.0,2
ORD-0001721,937.0,1
ORD-0022288,307.0,4
ORD-0018972,881.0,3
ORD-0024438,940.0,1
ORD-0004042,1314.0,1
ORD-0020658,471.0,1
ORD-0023937,568.0,4
ORD-0009899,1951.0,2
ORD-0024890,227.0,2
ORD-0013600,671.0,2
ORD-0024439,751.0,1
ORD-0007084,311.0,4
ORD-0009137,1369.0,3
ORD-0024051,1095.0,4
ORD-0019736,1419.0,2
ORD-0020629,669.0,4
ORD-0020407,1101.0,3
ORD-0002049,1040.0,3
ORD-0024819,269.0,1
ORD-0015129,1399.0,1
ORD-0001730,1057.0,1
ORD-0014613,1157.0,1
ORD-0007213,1299.0,3
ORD-0024106,496.0,4
ORD-0002448,1233.0,4
ORD-0010771,1371.0,1
ORD-0000353,215.0,3
ORD-0004938,344.0,2
ORD-0016156,638.0,2
ORD-0016748,1200.0,4
ORD-0007810,968.0,2
ORD-0012646,518.0,4
ORD-0020126,403.0,4
ORD-0013554,813.0,1
ORD-0021746,862.0,4
ORD-0016711,573.0,4
ORD-0008050,755.0,2
ORD-0008438,926.0,2
ORD-0020458,713.0,1
ORD-0015251,1168.0,1
ORD-0007385,395.0,4
ORD-0015920,802.0,1
ORD-0011380,1342.0,4
ORD-0010713,457.0,1
ORD-0014550,274.0,3
ORD-0008897,610.0,3
ORD-0010892,165.0,4
ORD-0009340,1199.0,3
ORD-0012255,1106.0,3
ORD-0021737,687.0,3
ORD-0004128,695.0,3
ORD-0020186,363.0,1
ORD-0009115,348.0,2
ORD-0013567,1285.0,3
ORD-0012421,315.0,1
ORD-0007292,1171.0,4
ORD-0001746,,2
ORD-0016129,761.0,1
ORD-0012536,223.0,4
ORD-0015425,1283.0,3
ORD-0004433,858.0,2
ORD-0014645,657.0,2
ORD-0022169,,3
ORD-0004600,349.0,1
ORD-0002211,24.0,3
ORD-0000943,,4
ORD-0008967,56.0,3
ORD-0022143,1242.0,2
ORD-0011215,413.0,3
ORD-0006615,273.0,3
ORD-0009531,1271.0,2
ORD-0011471,530.0,4
ORD-0013412,790.0,4
ORD-0021461,635.0,4
ORD-0012043,1391.0,3
ORD-0007397,699.0,2
ORD-0001522,722.0,2
ORD-0022010,734.0,1
ORD-0020676,243.0,4
ORD-0007137,962.0,3
ORD-0013570,434.0,1
ORD-0005317,478.0,3
ORD-0009917,1454.0,2
ORD-0002284,581.0,3
ORD-0015166,763.0,1
ORD-0018633,251.0,1
ORD-0013805,914.0,1
ORD-0015627,1139.0,1
ORD-0012591,1320.0,4
ORD-0013042,682.0,4
ORD-0012654,1133.0,1
ORD-0024656,11.0,1
ORD-0023926,1007.0,3
ORD-0022249,368.0,3
ORD-0019808,96.0,1
ORD-0011322,117.0,4
ORD-0001943,1176.0,3
ORD-0022157,747.0,1
ORD-0002986,292.0,3
ORD-0000130,85.0,1
ORD-0024751,581.0,2
ORD-0012153,144.0,1
ORD-0001496,682.0,3
ORD-0014476,1020.0,1
ORD-0014867,1256.0,1
ORD-0024524,1343.0,2
ORD-0000108,1110.0,1
ORD-0009203,94.0,4
ORD-0010883,694.0,4
ORD-0006586,1230.0,2
ORD-0005524,7.0,2
ORD-0017821,1069.0,1
ORD-0018275,381.0,2
ORD-0009477,212.0,3
ORD-0004874,152.0,1
ORD-0002151,289.0,2
ORD-0006320,1341.0,1
ORD-0007639,356.0,1
ORD-0004042,890.0,2
ORD-0024782,854.0,3
ORD-0006943,1366.0,3
ORD-0010239,738.0,4
ORD-0003013,880.0,4
ORD-0021827,1270.0,4
ORD-0015886,370.0,2
ORD-0019348,870.0,3
ORD-0010649,1270.0,3
ORD-0011059,1091.0,1
ORD-0013862,1337.0,2
ORD-0002443,842.0,4
ORD-0009259,676.0,3
ORD-0000520,1175.0,2
ORD-0004252,1072.0,4
ORD-0021138,725.0,4
ORD-0015801,1141.0,4
ORD-0016318,1352.0,2
ORD-0014204,1403.0,2
ORD-0010434,70.0,2
ORD-0001848,248.0,4
ORD-0024289,835.0,3
ORD-0011329,1439.0,4
ORD-0021863,1314.0,2
ORD-0001330,282.0,2
ORD-0008110,863.0,1
ORD-0010582,946.0,3
ORD-0000805,422.0,4
ORD-0008688,219.0,4
ORD-0016708,26.0,-2
ORD-0012723,1013.0,1
ORD-0007649,701.0,1
ORD-0016882,1320.0,2
ORD-0002680,481.0,1
ORD-0001221,250.0,4
ORD-0012919,357.0,-1
ORD-0001043,1462.0,4
ORD-0007704,888.0,2
ORD-0009035,1307.0,2
ORD-0021553,1309.0,2
ORD-0011014,34.0,3
ORD-0001607,1106.0,4
ORD-0000346,1199.0,3
ORD-0016013,1344.0,2
ORD-0012594,87.0,3
ORD-0002177,1127.0,4
ORD-0018896,1341.0,1
ORD-0022430,569.0,4
ORD-0016460,1447.0,1
ORD-0013178,877.0,3
ORD-0024440,287.0,1
ORD-0004491,1104.0,1
ORD-0005025,972.0,4
ORD-0003643,673.0,3
ORD-0005678,1208.0,1
ORD-0011022,586.0,2
ORD-0021935,256.0,3
ORD-0004483,1442.0,2
ORD-0001969,1131.0,1
ORD-0020059,136.0,1
ORD-0009935,40.0,4
ORD-0001052,951.0,3
ORD-0012088,1380.0,1
ORD-0002667,624.0,4
ORD-0006561,7.0,2
ORD-0024461,918.0,3
ORD-0009845,635.0,3
ORD-0024420,167.0,2
ORD-0024565,104.0,-4
ORD-0015865,1186.0,3
ORD-0013843,1280.0,1
ORD-0006335,888.0,2
ORD-0022746,1355.0,4
ORD-0008206,145.0,1
ORD-0020859,412.0,1
ORD-0019876,924.0,4
ORD-0007280,1130.0,3
ORD-0023548,,2
ORD-0008414,683.0,2
ORD-0023317,48.0,4
ORD-0022872,236.0,3
ORD-0006360,341.0,3
ORD-0014857,638.0,2
ORD-0016212,1302.0,3
ORD-0005491,434.0,2
ORD-0012710,380.0,3
ORD-0010965,175.0,2
ORD-0016964,482.0,1
ORD-0002833,1409.0,2
ORD-0017405,1488.0,1
ORD-0021485,429.0,3
ORD-0007684,296.0,2
ORD-0024734,644.0,1
ORD-0002652,245.0,4
ORD-0002051,351.0,2
ORD-0014542,464.0,1
ORD-0024636,539.0,3
ORD-0019645,1384.0,4
ORD-0010523,1265.0,3
ORD-0001577,408.0,3
ORD-0002727,762.0,1
ORD-0003566,1394.0,1
ORD-0003361,1229.0,2
ORD-0003158,1499.0,4
ORD-0013343,1088.0,1
ORD-0008062,1838.0,3
ORD-0014272,865.0,4
ORD-0004317,243.0,3
ORD-0000268,,4
ORD-0005235,1379.0,2
ORD-0017800,131.0,3
ORD-0014897,930.0,3
ORD-0021783,301.0,3
ORD-0019244,808.0,2
ORD-0021870,1207.0,2
ORD-0024674,1282.0,2
ORD-0008831,374.0,4
ORD-0021487,1483.0,3
ORD-0022627,,2
ORD-0017753,834.0,4
ORD-0024565,1179.0,3
ORD-0014254,253.0,2
ORD-0024237,973.0,4
ORD-0020721,1229.0,4
ORD-0008164,110.0,1
ORD-0003352,303.0,3
ORD-0019376,891.0,3
ORD-0001240,1378.0,3
ORD-0022434,707.0,4
ORD-0004897,1431.0,3
ORD-0020900,890.0,3
ORD-0007330,1440.0,4
ORD-0003802,876.0,3
ORD-0021518,13.0,4
ORD-0016806,59.0,3
ORD-0017055,466.0,4
ORD-0004055,560.0,3
ORD-0000775,1280.0,4
